text,polarity,sentiment
enca watch ceo chairman pfizerbiontech something bogus happening,0,Neutral
colindmello think may upset eu getting faster delivery canada coming pfizerbiontech expansion,0,Neutral
pfizerbiontech going highest bidder honoring contracts pandemic democratic countries n,0,Neutral
emeraldrobinson watch ceo chairman pfizerbiontech something bogus happening,0,Neutral
vaccination progress spain covid19 pfizerbiontech moderna,0,Neutral
fordnation pfizer pfucked canada covid19 covidvaccination pfizer pfizervaccine pfizerbiontech,0,Neutral
ive saying governments decision delay pfizerbiontech vaccine could well complete,0.1,Positive
quebec administered 11950 vaccine doses wednesday todays mtlgazette live updates,0.1363636364,Positive
local444unifor dougford speaking pfizerbiontech federal government purchas,0,Neutral
arm little sore day getting first dose pfizerbiontech vaccine comparable getting hi,0.03125,Positive
whod thought pfizered would feel good feel lucky got covid19 jab today,0.5166666667,Positive
doctor_oxford biancajagger nhsengland shocking second vaccine delay approved manufacturers trial da,-0.5,Negative
see pfizerbiontech depriving places vaccine pfizer ho eu_commission romania covid19 pfizervaccine,0,Neutral
take time absolutely fine happy subjects experiment never conse,0.6083333333,Positive
markofthed right mind covid19 vaccine manufacturing site uk flood plane newport pfizerbiontech,0.2857142857,Positive
vonderleyen nice ambition add validation third vaccine oxfordastrazeneca discussion,0.3,Positive
5 deaths elderly old people comorbidities received first dose pfizerbiontech injecti,0.175,Positive
parents got vaccinated today pang emotion heard news pfizerbiontech,0,Neutral
last minute appointments coming calderdale staff get first covid vaccines spe,0.125,Positive
mike_fabricant fantastic also explain uk breaking vaccine protocol may two deva,0.4,Positive
covid vaccination 1 done thank nhs covid19uk pfizerbiontech nhs,0,Neutral
ever need know many doses delivered per month country country condition,0.5,Positive
dose 1 covidvaccine administered pfizerbiontech vacinated pfizer cdcgov,0,Neutral
thank rwjbarnabas healthcare workers nj usarmy guard teams staffing covid19 covidvaccine,0,Neutral
northerndana canadianpm justintrudeau cant even get passed pfizer reception desk jt prolly prepai,0,Neutral
alex_n_boyd bad justintrudeau gettin played pfizer better give pfizer tax breaks requested,-0.1,Negative
globalnews pfizer pfizer pfizercongress pfizeroncmed ashamed trying hit mo,0,Neutral
cant explain relieved grandparents late 80s housebound car,-0.3,Negative
received pfizerbiontech vaccine cairnhill nursing home bray hopeful experience thanks,0.2,Positive
also published via blog covid19 vaccination part one via medium covid19,0,Neutral
published covid19 vaccination part one via medium covid19 sarscov2,0,Neutral
petebuttigieg would look better american pharmaceutical company put americans first pfizerbiontech n,0.25,Positive
today got first dose vaccinocovid pfizerbiontech medicine science saves lives covid20,0.25,Positive
covid19 vaccine developed biontech pfizer likely effective rapidly spreading strain,0.2333333333,Positive
vaccine dose pfizerbiontech 2 today vaccineswork nursetwitter,0,Neutral
got covid19 pfizerbiontech vaccine 1st dose thank government dubai carlsl,0,Neutral
breakingnews gud news pfizerbiontech shot likely foil mutant new study showswiki wicks 210121,0.06818181818,Positive
underwhelming performance deputy chair jcvi used gp bbcworldatone knows perfect,1,Positive
reason statement pfizerbiontech call fordnation dougford still hold onpoli,0,Neutral
irshad_farouk currently mediclinicme garhoud pfizerbiontech,0,Neutral
us racialethnic minorities amp sarscov2 vaccines part 2 healthdisparities,0,Neutral
pr stunt delay second vaccine claim large numbers vaccinated given people first dose vaccine,0.1547619048,Positive
kennymathieson pr stunt delay second vaccine claim large numbers vaccinated given people first,0.1547619048,Positive
great sense relief received 2nd vaccine one step closer normality thank involved,0.4,Positive
mention efficacy 50 lowest amongst vaccine covid19vaccines moderna pfizerbiontech,0,Neutral
pfizerbiontech covid19vaccine works well variant first detected uk study indicates,0.25,Positive
would anyone take unproven vaccine case reported 95 effective 912 months,0.6,Positive
today got first shot vaccine pfizerbiontech vaccine covid19,0.25,Positive
plifestylecent one first community based covid19 vaccination hubs partnership nhs local gp surgeri,0.125,Positive
grateful happy received covid19 vaccine week hope healthcare professionals,0.8,Positive
thank u nhsuk cromwellhosp keeping us safe thercn covidvaccine pfizerbiontech well done,0.5,Positive
covid19 politicians vaccine safe people faking design ordinary peo,0.125,Positive
long think going honestly point id sick back amp feel vibes,-0.04107142857,Negative
im happy indeed 90 year old grandma first coronavirus injection today vaccine,0.3833333333,Positive
matthancock borisjohnson playing peoples lives forget numbers amp focus delivering vaccine,0,Neutral
italy mulling legal action pfizer vaccine delivery delays pfizerbiontech,0.15,Positive
j_donaldson_mp please push second vaccine dose administered advised pfizerbiontech,0,Neutral
people recieve pfizerbiontech vaccination inside salisbury cathedral salisbury england salisbury ca,0,Neutral
asifrahmanmolla srinivasiyc 12400 people tested positive coronavirus getting,0.2272727273,Positive
12400 people tested positive coronavirus getting inoculated,0.2272727273,Positive
pfizerbiontech trial info moderna trial info medicago trial,0,Neutral
look cause mortality world 5 year average covid19 hasnt moved needle thats fact pl,-0.15,Negative
impact new ema guidance doses per vial exacerbated another drop supply,0.1363636364,Positive
logical1966 kailashchandobe need transparency people need understand protection,0,Neutral
first dose covid 19 vaccine received april second dose pfizerbiontech covid19,0.125,Positive
cdnpoli canada erinotoole pfizervaccine anyone shouldve known cause delay covidvaccine,0,Neutral
sense relief optimism got first dose covidvaccine covid19uk immunisetostayhealthy,0.25,Positive
manda_m0 pfizerbiontech single dose 52 effective second dose around 95 effective israel single,0.2114285714,Positive
received pfizerbiontech vaccine earlier today grateful thank everyone working hard r,-0.1458333333,Negative
therealhoarse got first covid 19 vaccine pfizerbiontech,0.25,Positive
covid19 vaccines mixed matched pfizerbiontech moderna astrazeneca covaxin,0,Neutral
received 2nd covid vaccine today many people experienced postinjection symptoms first 12 days aft,0.3875,Positive
middle pandemic pfizer trying strongarm governments covid19 pfizerbiontech,0,Neutral
greggwatson90 problem vaccine lots problems gov administering correctly pfizerbiontech covidvaccination,0,Neutral
want know covid19 vaccine please join tonyeoburoh sunday 3pm gmt learn mo,0,Neutral
walking talk sanfordhealth undbimd328 undbimd202 vaccinationcovid immunology pfizerbiontech undproud,0,Neutral
peston neil_ferguson might pandemic yet vaccinationcovid vaccinated pfizerbiontech moderna,0,Neutral
thrilled received second pfizerbiontech covid19 vaccine righttobarearms,0.3,Positive
media mostly silent growing number deaths covid19 vaccinations mostly named pfizerbiontech,0.25,Positive
isnt time selfish think profits patents need vaccinate everyone quickly p,-0.08333333333,Negative
mrsaitchbee brendasimmonds enough pfizerbiontech amp oxfordastrazeneca,0,Neutral
paimadhu news pfizerbiontech see report reuters,0,Neutral
pfizerbiontech announced selling vaccines african union,0,Neutral
drdavidsamadi pfizerbiontech 2nd covid19vaccine ill 48 hours like bad flu vaccin,-0.4,Negative
got 2nd covid shot january 20th 730 4am jan 21st got chills muscle aches headache amp sore arm,0,Neutral
pfizerbiontech vaccine death italy,0,Neutral
ho says pfizerbiontech covid19vaccine safe elderly despite norway scare,0.5,Positive
official feeling bit weather today small price pay immunity medicine,-0.25,Negative
pfizer ceo albert bourla skipped companys covid19 vaccine shot read,0,Neutral
second dose done covidvaccine pfizerbiontech,0,Neutral
big smile mask lot hope trust science trust humanity,0.15,Positive
says signed 40 mln pfizerbiontech vaccine doses nearly 150 mln astrazeneca oxford vaccines pendin,0.1,Positive
vaccine works despite low temperature sweden covid19vaccine solutions available,0.2,Positive
mandoline_blue supply issue pfizervaccine oxfordastrazeneca use,0,Neutral
yay pfizerbiontech announced livestream probably raise production speed,0,Neutral
breaking covax signed agreement pfizerbiontech 40 million doses vaccine says drtedros,0,Neutral
seattlejimmy195 skynews im sorry hear death friend friend healthy probl,0,Neutral
vaccine round 2 symptoms 24hrs bad drowning good might negative impact,-0.125,Negative
israels access pfizerbiontech vaccine made possible agreement data sharing parts wh,0,Neutral
many doses 1 vial pfizerbiontechs covidvaccine 56 even 7 well originall 5 6,0.5,Positive
niall_boylan didnt give consent mams vaccine shes well patient homemy mother,0,Neutral
covid19 vaccine covidvaccine every one eligible must uk asian pfizerbiontech,0,Neutral
got 1st pfizerbiontech vaccine feeling great power science reason happy univ,0.8,Positive
thank crunchie friday happy get little prick arm vaccine pfizerbiontech halfwaythere,0.30625,Positive
moderna pfizerbiontech amp others coronavirus jab candidates compareat glance unbiasedscience,0,Neutral
andrew4pendle many received 2nd dose data pfizer support giving 21 days 1,0.25,Positive
today received first dose pfizer vaccine many thanks staff rbnhsft covidvaccine,0.3166666667,Positive
pfizer 9 mths retool line vaccine development sounds like piss poor planning,-0.4,Negative
took first dose pfizerbiontech covid19 vaccination frontliner evening feeling good trust,0.475,Positive
one step closer normal life backtonormal pfizerbiontech pfizerbelgie vanranstmarc,0.15,Positive
frontline nurses administer pfizerbiontech covidvaccine vaccine health workers tents installed,0,Neutral
today good day covidvacccine pfizerbiontech,0.7,Positive
promising news pfizerbiontech covid19,0.2,Positive
already vaccine trouble 501yv1 pfizerbiontech neutralisation titres significantly impacted com,0.0875,Positive
swiss drugmaker novartis help make pfizerbiontech covid19vaccine,0,Neutral
pfizerbiontech dont share formula everyone fuck capitalism,-0.4,Negative
mice happy human trials going well much looking forward jab,0.3333333333,Positive
eu yet understood much uk hate really stay clear us thi,-0.1666666667,Negative
ridgeonsunday cant understand anthonyharnden use data astrazeneca vaccine discovered,0,Neutral
vaughangething making cmo public health wales know better pfizer biotech never mind wer,0.25,Positive
challenged going manufacturers recommendation proven nearl,0,Neutral
going accept wish pandemic reluctance western governments,0,Neutral
almost month later thebma decide worth debating label covidvaccine strategy much late,0,Neutral
lied vaccine ridge sophyridgesky skynews pfizerbiontech 12 weeks delay long marr lg_nhs,-0.05,Negative
interested volunteering lifechanging programme go nhs covidvacccine,0.25,Positive
far time writing 33 deaths norway related covid vaccine experts sayin,0.05,Positive
indepth evidencebased update key aspects pfizer biontech covid19 vaccine epiminutes,0,Neutral
federal treasurer josh frydenberg says pfizerbiontech vaccine shortages overseas unlikely affect,-0.5,Negative
andreiasaveswe klm pretty nuts since pfizerbiontech vaccines made belgium next door,0.125,Positive
inks deal delivery pfizerbiontech vaccines poor countries coronavirus coronavaccine,-0.4,Negative
senatorwong amapresident none experts covid19 called vaccine vaccine syn,0,Neutral
vivekagnihotri really pfizerbiontech vaccine coming,0.2,Positive
allergic reactions including anaphylaxis receipt first dose pfizerbiontech covid19 vaccine usa,0.25,Positive
echoing hewlett_angela great news since pfizerbiontech covidvaccine kids 1215 fully enrolle,0.8,Positive
government made cars way administering vaccine oneoftwo covid19uk vaccination,0,Neutral
pfizer_france heres manufacture pfizer_france pfizerbiontech sanofifr changes 3 months make,0,Neutral
meet seven frontline healthcare workers rolled sleeves among first miamidade coun,0.25,Positive
cityoflavista 55 people us died receiving vaccine covid19 according reports submitte,0,Neutral
getting ready roll sleeve dose 2 pfizerbiontech covidvaccine grhospitalkw monday feelin,0.2,Positive
dose 1 covidvaccine pfizerbiontech theendisnear,0,Neutral
94 protected na covid_19 pfizerbiontech,0,Neutral
dha working rescheduling 1st dose covid19 pfizerbiontech vaccine uae_barq_en,0,Neutral
mancunianmedic oldburysally stsenka drmarimcv gpdiarist christmasrowena francesmair rslewissally j_bagpuss,0,Neutral
spoke grandparents yesterday really worried implications whether pfizer,0.2,Positive
ages worth today ive pfizerbiontech vaccine finished second shift,0.15,Positive
peer vaccinator mairead duggan adon st camillus hospital newmarketonfergus co clare said im thril,0,Neutral
nothing makes sense know critical demand also knew production would massive,0,Neutral
vaccine hoarding spotlight unitednations pfizerbiontech covax,0,Neutral
hope everyone paying attention huge mistake decision needs reversed immediately,0.4,Positive
time media joined healthcare professionals realise sheer idiocy delayed pfizer biontech vac,-0.15,Negative
vaccine dose 2 books thank healthcare providers scientists made vaccin,0,Neutral
covid19 vaccination complete pfizerbiontech one big step closer normality,0.05,Positive
day 5 side effects headache swelling sleeping well feeling good pfizerbiontech,0.7,Positive
matthancock 1 vaccination 2 doses according manufacturer ho stop playing false numbers woul,-0.4,Negative
best feeling got covidvaccine lets keep going florida vaccination pfizerbiontech,1,Positive
getting 2nd shot tonight covid19 pfizerbiontech,0,Neutral
one day receiving 1st dose pfizerbiontech vaccine feel great little bit ache,0.30625,Positive
pressure well truly government decision delay second jab,0,Neutral
last dose guaranteed asking trouble theres half dose left position,-0.09166666667,Negative
icymi however feasible adhere recommended interval second dose pfizerbiontech,0,Neutral
love told love story earlier vaccines 100 effective death certificate,0.4,Positive
10downingstreet could moot point messed delivery protocol set pfizerbiontech,0,Neutral
people 1st pfizerbiontech jab agreed borisjohnson government return 21 days,0,Neutral
soooo grateful nhs today volunteers manchester first dosage qualified clinical vulnerabl,0.25,Positive
unled covax initiative signed advance purchase agreement pfizerbiontech 40 million,0,Neutral
sandy rpn waveney psw among first staff members receive doses pfizerbiontech,0.25,Positive
amidst deadliest coronavirus outbreak group doctors urged uk government urgently review de,0,Neutral
pfizerbiontech effective,0.6,Positive
group british doctors written englands chief medical officer tell cut gap doses,0,Neutral
years carbondioxide enemy need super freeze vaccines covid19 pfizerbiontech,0.3333333333,Positive
thebma cnagpaul accelerating vaccination key extending gap 1st 2nd dose pfizerbiontech,0,Neutral
politicians playing mad apprentice scientists pfizervaccine manufacturer says 21 days politicians,-0.625,Negative
another country got screwed pfizerbiontech must use 6th dose isnt bonus anymore howev,0,Neutral
pfizerbiontech shot likely foil mutant new study shows covid19 pfizerbiontech vaccine tmrworld,0.06818181818,Positive
risks pfizerbiontech vaccine doctor louise lagendijk integrative medicine specialist specializing min,0,Neutral
covax global initiative ensure rapid equitable access covid19 vaccines countries announced,0,Neutral
doctor telling vaccinations safe excellent parody french,0.5,Positive
grateful got given 1st shot covid vaccine yesterday history anaphylaxis,0,Neutral
group british doctors written englands chief medical officer tell cut gap dos,0,Neutral
simple declarations deaths injuries following vaccination unrelated coincidences becomin,0,Neutral
pharmaceutical greed worst pfizerbiontech,-1,Negative
pfizerbiontechs vaccine back news confidential information leak confirmed cybe,0.2,Positive
shamara4w dubai rolled effective program month ago pfizerbiontech amp sinopharm available na,0.5,Positive
matthancock borisjohnson stop maybe might effort arse failed,-0.5,Negative
pfizerbiontech strike deal 40m vaccine doses pfizerbiontech ho,0,Neutral
pfizerbiontech hopefully indeed give life back israel covid19vaccine,0,Neutral
cold shift manchesterhcc gmcancerui volunteeringmcr pfizerbiontech beswick,-0.6,Negative
ive never conflicted life pfizerbiontech immunocompromised,0,Neutral
safety efficacy pfizerbiontech covid19 vaccine anthony harries kudakwashe takarinda highlight res,0,Neutral
borisjohnson keir_starmer 10downingstreet conservatives inevitable uturn occur regards,0,Neutral
insights bloomberg csuite year ahead summit 2021 reveal bloomberg,0,Neutral
10downingstreet borisjohnson thehivelondon borisjohnson 10downingstreet conservatives inevitabl,0,Neutral
helencrosier samtapsell bbcnickrobinson thebma bbcr4today right use 12 dose oxfordvaccine majori,0.2857142857,Positive
hongkong authorizes pfizerbiontech vaccine emergency use,0,Neutral
nadinedorries piersmorgan theresecoffey gmb borisjohnson 10downingstreet conservatives inevita,0,Neutral
trials taking place test transmissibility virus amongst people received two,0,Neutral
true looks like astrazeneca wont supplying australia whilethat pfizerbiontech,0.35,Positive
andrewbowie_mp borisjohnson 10downingstreet conservatives inevitable uturn occur regards,0,Neutral
borisjohnson 10downingstreet conservatives inevitable uturn occur regards 12week del,0,Neutral
hsingh_md thing comirnaty pfizervaccine pfizerbiontech,0,Neutral
ever wanted know rna vaccines faqs 360 history sciencetwitter medicines,0,Neutral
ralph_sina believe hear uk vaccinate someone follow drug pro,0,Neutral
ralph_sina believe hear uk vaccinate someone follow drug prot,0,Neutral
piersmorgan gmb soon enough failed grill vaccine medical scientific degree,-0.1666666667,Negative
morning took responsibility upon keyworker severity needed got,0,Neutral
week look antivax communities social media covidvaccine covidvaccination pfizerbiontech,0.03333333333,Positive
matthancock keir_starmer borisjohnson pfizer vaccine second dose given 3 weeks stop messing,0,Neutral
samtapsell bbcnickrobinson thebma bbcr4today analysis vanished debate seems ide,0,Neutral
pfizers covid19 vaccine approved australia pfizer pfizerbiontech covid_19 australia covid19 coronavirus,0,Neutral
ysiw balanceiskey growlabssa jan 20 dear pfizer pfizerbiontech pfizervaccine care comment,0,Neutral
australias health regulator approves pfizer covid19 vaccine use tgagovau healthgovau nswhealth,0,Neutral
getting second dose pfizerbiontech covid19 vaccine tomorrow morning issues,0,Neutral
australia monday approved pfizerbiontech covid19vaccine use warned astrazenecas international p,0,Neutral
day 4 taking pfizerbiontech vaccine soreness gone fighting fit,0.4,Positive
uncertainty 12week covid jab interval intensifies uk rollout expands covid19,0,Neutral
australia approves pfizerbiontech covid19 vaccine australia pfizerbiontech covid19vaccine,0,Neutral
feeling incredibly lucky happy completed 2 steps pfizerbiontech covidvaccine,0.5666666667,Positive
goodwish916 thanks lot historical efforts final goal s2p applied pfizerbiontech ampor moderna vaccines,0.06666666667,Positive
q would delay covidvaccine booster knowing another person able get 1st yes th,0.5,Positive
given first dose pfizerbiontech vaccine friday thank nhs epsom_sthelier sabpnhs nhs nhsheroes,0.25,Positive
tbh would love read contract country pfizerbiontech indeed contract would,0.5,Positive
moderna vaccine cdcgov overview note lymphedema patients alternative arm thigh buttocks oxford v,0,Neutral
biontechpfizer vaccine overview pdf administration details note lymphedema patients alternative,0,Neutral
people governments realize wake notice pfizer biontech vaccine,0,Neutral
lets look figures differently bulgaria vaccines delivered 26122020 9750 pfizerbiontech 040120,0,Neutral
reported pfizerbiontech covid19 vaccine vials provide extra dose fda update,0,Neutral
fully vaccinated thisisourshot pfizerbiontech,0,Neutral
carryonretired tsunami65 borisjohnson least borisjohnson matthancock need called ou,-0.3,Negative
got first dose pfizerbiontech covid19 coronavirusvaccine yesterday side effects last 24 hou,0.125,Positive
becky alex today vaccinating kgh today success day regardless snow proud everybody made,0.55,Positive
grateful first step towards normality nhs_elft thankyounhs healthcare pfizerbiontech,0.25,Positive
day 24 365 well given post similar picture get vaccine heres mine,0,Neutral
dose 2 vaccinated fauciouchie covax pfizerbiontech,0,Neutral
ingredients vaccine via youtube vaccine covidvaccine covid_19,0,Neutral
informative article mrna vaccines work note alter dna pfizerbiontech moderna,0,Neutral
even know working rollout going well planned second vaccine,0,Neutral
peston point many 1st doses pfizerbiontech administered reaching passed,0.5,Positive
12 incredibly grateful received first dose pfizerbiontech vaccine today proud part,0.65,Positive
ill effects far tender upper arm unable sleep side however worse annual flu j,-0.26,Negative
think 12 weeks time say sorry ran vaccines pfizerbiontech vaccinestrategy,-0.5,Negative
yeah pfizerbiontech keep production covid19vaccine star online agrees buy,0,Neutral
captainwilco conflicting info israel effectiveness pfizerbiontech vaccine although comment,0,Neutral
first dose covid vaccine done pfizerbiontech,0.25,Positive
heathrowno piersmorgan borisjohnson matthancock nadhimzahawi data support delaying second vacci,0,Neutral
rollout commence successful negotiation execution supply agreements covax stated,0.75,Positive
within last 24 hours relatives 70 years old received covidvaccine thank much,0.1,Positive
fully vaccinated pfizerbiontech,0,Neutral
day 1 post vaccination 2nd dose chills fatigue sore arm covidvaccine pfizerbiontech,0,Neutral
matthancock lying uk vaccinated 54 million people vaccination requires 2 shots vaccine,0,Neutral
got first dose vaccine igottheshot pfizerbiontech pfizer thisisourshot ill celebrate whe,-0.125,Negative
health eu_health castigates delays delivery covid19 vaccines skyriakideseu,0,Neutral
encouraging vaccine data israel 2 weeks first shot immunity kicks 3 weeks,0.25,Positive
covax program aims provide 2 billion doses covid19 vaccines lowmidincome countries end ye,0,Neutral
britains minister covid vaccine deployment nadhim zahawi said confident astrazeneca pfizer,0.5,Positive
comes point pay pfizer purchases government requisition cash,0,Neutral
_robbiemoore borisjohnson 10downingstreet conservatives inevitable uturn occur regards,0,Neutral
countries middle east including saudi arabia qatar kuwait oman also relying heavily,-0.1,Negative
felt like second obligatory vaccine selfie deserved come hither pose usual juliecheese,-0.125,Negative
skyriakideseu astrazeneca eu_commission failed vonderleyen failed failed bought maxi,-0.5,Negative
moderna pfizerbiontech open source covid_19 vaccine anyone manufacturing facilities produce,0,Neutral
mizakalili chinese media claims surprise western media dont report deaths pfizerbiontech,0,Neutral
educated vaccinated fauciouchie fauciouchi covidvaccine pfizerbiontech,0,Neutral
2 weeks ago got first dose pfizer vaccine headache 3 days later lasted couple day,0.125,Positive
politicaljunkd1 asadabukhalil israel unlimited access pfizerbiontech agreement data sh,0,Neutral
really interesting results coming israel around covid vaccines 20 positive 128k vaccinated intere,0.3636363636,Positive
wonder many doses modern pfizerbiontech heading developing covid19vaccine,0.35,Positive
3 weeks completed covid19 vaccination got pfizerbiontech booster dose 2 weekend day1 got,0,Neutral
team members asha rn nellie psw proud done part amp received doses pfizerbiontech,0.8,Positive
took first covid19 vaccine shot pfizerbiontech go take,0.25,Positive
thrilled gotten 2nd dose covid19 pfizerbiontech vaccine today grhospitalkw tur,0.3,Positive
pfizerbiontech pfizer sponsored,0,Neutral
still say pfizervaccine safe 29 deaths norway pfizerbiontech vaccinesafety,0.5,Positive
early data us cdc shows allergic reactions pfizerbiontech covidー19 vaccine 21 anaphylaxis,0.1,Positive
mrharrycole borisjohnson 10downingstreet conservatives inevitable uturn occur regards th,0,Neutral
maybe federal government could job find us vaccine italy taking legal action,0.15,Positive
number tweets pfizer vaccine january source data pfizervaccine,0,Neutral
pinapolk drsimonashworth emmakennedy borisjohnson 10downingstreet conservatives inevitable utu,0,Neutral
bakerray3 shivajihimself borisjohnson 10downingstreet conservatives inevitable uturn occur,0,Neutral
pfizer_france moderna_tx heres give permission make vaccine tomorrow pfizer moderna,0,Neutral
canyonlegrand lscarr3 institutpasteur merck eu_commission biontech_group pfizer astrazeneca sanofifr gsk,0,Neutral
part get shit covidvaccine pfizerbiontech thankyounhs,-0.2,Negative
qwertyu858 alexberenson cdcgov added breast feeding missing information wonder,-0.2,Negative
oil gas plastic critical manufacture ppe vaccination needles face shields protect ontario ltc seniors,0,Neutral
cant pfizer something good people instead holding back doses contain six doses,0.35,Positive
big question remains neutralizing data pfizerbiontech vaccine towards 501yv1,0,Neutral
got 1st dose covid vaccine day headache sore arm fatigue definitely worth live,0.2181818182,Positive
happened today pfizerbiontech studentnurse,0,Neutral
received dose 2 pfizerbiontech covid19 vaccine unbelievably grateful relieved one small sign,-0.25,Negative
iainastewart borisjohnson 10downingstreet conservatives inevitable uturn occur regards,0,Neutral
wow 10 population vaccinated thats amazing covid_19 nhs pfizerbiontech astrazenica nhs,0.35,Positive
keighleynews _robbiemoore borisjohnson 10downingstreet conservatives inevitable uturn occur wit,0,Neutral
pfizer inside insides thanks uhnm_nhs call lunchtime amp jab arm hours later,0.1,Positive
mixed feelings joy relief amp anxiety received 2nd dose pfizer covid19 vaccine today experienced severe,0.4,Positive
journey transhumanism covidvaccine pfizerbiontech im feeling fine back work,0.2083333333,Positive
latest podcast dr emilycob talks nih collaboratory copi texhern herotogether,0.5,Positive
toadmeister asa_uk ⅓ population every densely populated country world exceptions,0,Neutral
10downingstreet borisjohnson 10downingstreet conservatives inevitable uturn occur regards,0,Neutral
standardnews borisjohnson 10downingstreet conservatives inevitable uturn occur regards,0,Neutral
gibraltar giving residents second pfizer covid19 vaccine according manufacturers instructions,0,Neutral
monday january 25 2020 headlines pfizerbiontech pfizervaccine whatsappprivacy gdpr useconomy dailybriefing,0,Neutral
good news moderna waiting pfizerbiontech gained time kill sarscov2,0.7,Positive
low deadvolume syringes andor needles used extract six doses single vial standard syringes,-0.02380952381,Negative
received second pfizerbiontech vaccine excited also teachers frontline workers need asap lets get moving,0.1875,Positive
conservatives borisjohnson 10downingstreet conservatives inevitable uturn occur regards,0,Neutral
_b_meyer indeed new vaccine candidates interested news pfizerbiontech topic,0.1931818182,Positive
rhd resources human development vaccinated mentally ill grouphome residents right home inaug,-0.07142857143,Negative
pfizerbiontech covid vax neutralises uk south africa variants study read pfizerbiontech,0,Neutral
eu pfizerbiontech dispute vaccine delivery delay solved french company sanofi help produce 100 milli,0,Neutral
ministry health postponement second dose pfizerbiontech vaccine received first shot du,0.125,Positive
second dose pfizerbiontech vaccine painless last time around roll one weeks time immunity,0,Neutral
ianbrown earth people understand dont gene therapy people arent sick covidvaccine,-0.7142857143,Negative
vaccinated pfizerbiontech pfizercovidvaccine pfizer,0,Neutral
exciting news morning israel confirms pfizer vaccine efficiency 95 met field ca,0.3,Positive
abt criticisms staring barrel zero doses pfizerbiontech delivered inst,0,Neutral
j1mi1 karl_lauterbach doesnt matter multinational domiciled matters contractual obl,0,Neutral
australia track roll first installment pfizerbiontech vaccine listen conversation,0.25,Positive
first vaccine dose done dusted covid19 pfizervaccine getthejab pfizerbiontech,0.25,Positive
product approved fda food drug admin refuse product cost 17 severe side,0,Neutral
22 global initiative signed advance purchase agreement american pharmaceutical 40,0,Neutral
12 pakistan may receiving pfizerbiontech covidvaccine first quarter 2021 whos covax program,0.25,Positive
got second dose pfizerbiontech vaccine feel like death warmed,0,Neutral
health always loses black market vaccines lets move dubai eu_commission covid19 astrazeneca pfizerbiontech,-0.2333333333,Negative
got first dose pfizerbiontech covid vaccine seamless experience thanks guam army nationa,0.1833333333,Positive
meanwhile israel giving vaccine palestinians occupy muslims deve,0,Neutral
pfizer never since touching keyboards talk company unusual times read,0.35,Positive
officials lebanon shld read act accordingly counting pfizerbiontech astrazéneca,0,Neutral
workings rna technology vaccines vaccines rna sarscov2 pfizerbiontech moderna science,0,Neutral
4 hours getting second dose pfizerbiontech vaccine amp im feeling immune response fatigue,0,Neutral
glad alongside professors john skerritt alison macmillan ads every covid19 vaccine procure,0.5,Positive
biden administration aims enough vaccine americans summertime,0,Neutral
yeah received second dose covid19 vaccine today hot flashes couple times evening im,0.125,Positive
forgot legit unless immortalize social media covidvacccine uclahealth covid,0.03333333333,Positive
feel incredibly grateful lucky glad proud received first dose covid19 vaccine today,0.5566666667,Positive
drericding ok shitty excuse halting vaccine shipments pfizerbiontech taking vaccine,0.225,Positive
dr siegel vaccine hesitancy stems fear lack science specialreport,0,Neutral
today covid tomorrow either dose number two done vaccinated coronavirusvaccine,0,Neutral
thats call good news cares astrazeneca anyway pfizerbiontech moderna,0.7,Positive
want know makes pfizerbiontech covidvaccine less minute scienceupfirst,-0.1666666667,Negative
sanofi helps produce 100 million pfizerbiontech covidvaccine doses covid19 vaccines ashingtonpost nytimes,0,Neutral
helpful despite investigating mrna covid19vaccine candidate sanofi aim produce 100,0,Neutral
come explore lives geniuses behind pfizervaccine married couple strug,-0.075,Negative
anyone might claim clinical study simply liar extensive study human,0,Neutral
24 hours 2nd dose pfizerbiontech vaccine symptoms aside sore arm injection site,0,Neutral
pfizer covid injection number 2 5 4 3 2 1 blast funtimes pfizer covidvacccine covid_19 ucla,0,Neutral
biggest eu pharmaceutical company sanofi help produce best safest advanced,0.7,Positive
case happy things going country given success israel much great,0.6333333333,Positive
good news rant due get second dose vaccine next week nurse,0.14375,Positive
covid vaccine yesterday felt like hit bicycle morning woke uppfizerbiontech covidvaccine,0,Neutral
pfizerbiontech vehemently delaying vaccine second dose evidence delayed dose,0,Neutral
covid sanofi produce 100 million pfizerbiontech vaccine doses pfizerbiontech coronavirus,0,Neutral
today received first dose pfizerbiontech covid19vaccine grateful opportunity,0.25,Positive
important information concerning british south african variants coronavirus together mrna,0.1333333333,Positive
im covidvaccine concerns reports 3 doctors florida amp india died,0,Neutral
cottarellicpi business business whats wrong deads ah ok bullshit arent important,0.1333333333,Positive
pfizer covid 19 vaccine today massive relief amp hopefully step closer getting back normal th,0.05,Positive
know eu making mess big mess vaccine rollout surprisednot politics,-0.1166666667,Negative
bestie enddd took first dosage 26th amp ill provide update thread replies today,-0.125,Negative
people received first jab given paracetamols curb side effects another sister ex,0.25,Positive
one exclassmates shared side effects experiencing 26 jan 1st jab pfizerbiontech,0,Neutral
dear nadhimzahawi say pfizerbiontech data justify 12 weeks gap 2nd vaccine please share wi,0,Neutral
pm says spoken w exec pfizerbiontech amp moderna reassured contracts,0,Neutral
got vaccination today feeling thankful work gone tiny secondlong jab,0,Neutral
